subject_id,trial,condition,stimulus,subject_title,title_time,subject_rating,rating_time,a1_id,a1_name,a1_rating,a1_title,a2_id,a2_name,a2_rating,a2_title,a3_id,a3_name,a3_rating,a3_title,a4_id,a4_name,a4_rating,a4_title,a5_id,a5_name,a5_rating,a5_title,a6_id,a6_name,a6_rating,a6_title,selection_time_1,selection_time_2,selection_time_3,kept_1_loc,kept_1_id,kept_1_name,kept_1_rating,kept_1_title,kept_2_loc,kept_2_id,kept_2_name,kept_2_rating,kept_2_title,kept_3_loc,kept_3_id,kept_3_name,kept_3_rating,kept_3_title,elim_1_loc,elim_1_id,elim_1_name,elim_1_rating,elim_1_title,elim_2_loc,elim_2_id,elim_2_name,elim_2_rating,elim_2_title,elim_3_loc,elim_3_id,elim_3_name,elim_3_rating,elim_3_title
42,1,keep,2,Upset and frustrated. Does she deserve this? ,23.0357981264,3.0,10.4404191359,50,Gabriel,4.0,A respectable young lady looks like she is being arrested.,6,Nicholas,6.0,The look of resignation on the woman's face makes me sad.,1,Michael,1.0,No comment.,16,David,2.0,She looks sorry she got caught.,8,Brandon,1.0,Cops arrest woman.,21,Alexander,7.0,peacefully getting arrest for making a statement during protest,9.30165513809,10.3182615434,11.4186763116,5,8,Brandon,1.0,Cops arrest woman.,2,6,Nicholas,6.0,The look of resignation on the woman's face makes me sad.,1,50,Gabriel,4.0,A respectable young lady looks like she is being arrested.,3,1,Michael,1.0,No comment.,4,16,David,2.0,She looks sorry she got caught.,6,21,Alexander,7.0,peacefully getting arrest for making a statement during protest
42,2,keep,10,A protester(?) being detained with unnecessary force,62.8359730087,3.0,1.97158804187,50,Gabriel,1.0,A man is being carried by police,6,Nicholas,3.0,They should really let him walk.,33,Samuel,5.0,"This is an ""interesting"" way for someone to be removed from an area.",59,Ian,5.0,I pity the cops on this one as they are having to deal with a miscreant.,8,Brandon,1.0,Male being hauled off by 4 policemen.,35,Jeffery,3.0,cops carrying away a man who was probably resisting arrest,5.01519343397,6.86603885045,13.084610073,4,59,Ian,5.0,I pity the cops on this one as they are having to deal with a miscreant.,6,35,Jeffery,3.0,cops carrying away a man who was probably resisting arrest,2,6,Nicholas,3.0,They should really let him walk.,1,50,Gabriel,1.0,A man is being carried by police,3,33,Samuel,5.0,"This is an ""interesting"" way for someone to be removed from an area.",5,8,Brandon,1.0,Male being hauled off by 4 policemen.
42,3,keep,11,Man being held down by police. Why does there need to be a whole line of cops surrounding them? It's overdone,34.614605209,4.0,3.26072344364,23,Jonathan,3.0,I feel sorry for the person being restrained as he looks very afraid and alone.,6,Nicholas,4.0,The officer should get his knee out of the man's back.,14,Zachary,4.0,There is no need to pin them down like that unless they are really a harm to everyone around them and themselves. ,59,Ian,7.0,"I feel sadness in this pic, as the detainee is being held down and possibly experiencing pain, but most likely he is displaying anger.",5,Joshua,1.0,police taking down another black man who is probably unarmed ,35,Jeffery,4.0,cops arrresting a protester,9.82660907961,10.9442144295,13.0280892213,5,5,Joshua,1.0,police taking down another black man who is probably unarmed ,3,14,Zachary,4.0,There is no need to pin them down like that unless they are really a harm to everyone around them and themselves. ,1,23,Jonathan,3.0,I feel sorry for the person being restrained as he looks very afraid and alone.,2,6,Nicholas,4.0,The officer should get his knee out of the man's back.,4,59,Ian,7.0,"I feel sadness in this pic, as the detainee is being held down and possibly experiencing pain, but most likely he is displaying anger.",6,35,Jeffery,4.0,cops arrresting a protester
42,4,keep,7,A man being hauled off police while possibly resisting ,32.3800422637,2.0,2.57401421299,23,Jonathan,2.0,I feel worried for the person being carried and wonder if he is ill.,48,Jeremy,3.0,I feel upset because they are hurting someone who probably didn't deserve it. ,14,Zachary,5.0,Carrying a person like that is absurd. ,32,Eric,7.0,Seems odd that they would carry this guy,5,Joshua,2.0,black youth being dragged away by police,26,Cody,3.0,Is he refusing to walk?,0.882995647669,2.78278900485,5.06715120905,3,14,Zachary,5.0,Carrying a person like that is absurd. ,2,48,Jeremy,3.0,I feel upset because they are hurting someone who probably didn't deserve it. ,1,23,Jonathan,2.0,I feel worried for the person being carried and wonder if he is ill.,4,32,Eric,7.0,Seems odd that they would carry this guy,5,5,Joshua,2.0,black youth being dragged away by police,6,26,Cody,3.0,Is he refusing to walk?
42,5,keep,8,You don't need five police officers to handle one man who is most likely unarmed ,52.358848548,4.0,2.41275414813,23,Jonathan,1.0,I am mostly confused as to why this man is being so crowded and why he has his tongue out--odd camera moment?,48,Jeremy,6.0,I feel really sad for that man because he looks like he is in pain. ,14,Zachary,6.0,I still do not understand why so many of them are on one guy.,4,Jacob,2.0,"wonder how many cops do it take to handcuff one person, just joking.",7,Tyler,3.0,Its seems like the police are being aggressive toward this person- there are more officers in physical contact with this person than would be necessary if they were needing to restrain him for some reason. ,40,Timothy,4.0,I feel sad,5.03917374811,6.22289823351,8.00700270449,4,4,Jacob,2.0,"wonder how many cops do it take to handcuff one person, just joking.",3,14,Zachary,6.0,I still do not understand why so many of them are on one guy.,1,23,Jonathan,1.0,I am mostly confused as to why this man is being so crowded and why he has his tongue out--odd camera moment?,2,48,Jeremy,6.0,I feel really sad for that man because he looks like he is in pain. ,5,7,Tyler,3.0,Its seems like the police are being aggressive toward this person- there are more officers in physical contact with this person than would be necessary if they were needing to restrain him for some reason. ,6,40,Timothy,4.0,I feel sad
42,6,keep,9,I'm feeling frustrated,48.0331212926,4.0,6.36438126047,23,Jonathan,3.0,I feel worried for the man in the middle who has his head thrown back in distress.,49,Cameron,7.0,I feel upset about the pain the person arrested is in. He is innocent until proven guilty and should not be treated in a way that subjects him to pain.,14,Zachary,4.0,They act as if slavery is still an issue today.,4,Jacob,3.0,that looks like a loud scream.,10,Austin,4.0,I see an angry black man being escorted by a police officer.,30,Aaron,3.0,"This guy is really angry, not sure what about.",0.848621326499,1.56605641276,6.71735041059,2,49,Cameron,7.0,I feel upset about the pain the person arrested is in. He is innocent until proven guilty and should not be treated in a way that subjects him to pain.,4,4,Jacob,3.0,that looks like a loud scream.,5,10,Austin,4.0,I see an angry black man being escorted by a police officer.,1,23,Jonathan,3.0,I feel worried for the man in the middle who has his head thrown back in distress.,3,14,Zachary,4.0,They act as if slavery is still an issue today.,6,30,Aaron,3.0,"This guy is really angry, not sure what about."
42,7,keep,17,I feel upset. Why so much force for detaining a student,30.1676723207,5.0,3.04870902421,11,Andrew,8.0,Mad,49,Cameron,1.0,This arrest may be appropriate - this picture doesn't tell a complete story.,2,Matthew,1.0,The chokehold is excessive,4,Jacob,2.0,are those guys in vests cops?,10,Austin,1.0,I see a black man being taken down by police officers.,28,Christian,5.0,Choke holds shouldn't be allowed.,1.55209034804,5.90338223608,9.83765768341,5,10,Austin,1.0,I see a black man being taken down by police officers.,2,49,Cameron,1.0,This arrest may be appropriate - this picture doesn't tell a complete story.,1,11,Andrew,8.0,Mad,3,2,Matthew,1.0,The chokehold is excessive,4,4,Jacob,2.0,are those guys in vests cops?,6,28,Christian,5.0,Choke holds shouldn't be allowed.
42,8,keep,6,I feel beaten,16.2263542544,2.0,1.8905523076,11,Andrew,7.0,"""YEAH!  TWIST HIS ARM UNTIL IT BREAKS EVEN THOUGH HE'S ON THE GROUND BEING CUFFED!""  ...said the police who are FUCKED in the head.  This survey is pissing me off, can you tell?",49,Cameron,1.0,No emotion or context shown.,17,James,5.0,Looks like it hurts.,12,Joseph,6.0,desentitized to constant assault on black men,10,Austin,1.0,I see a man being arrested.,38,Adam,7.0,An african american male being arrested by a police officer,9.35778653872,9.97450664319,10.5919315228,4,12,Joseph,6.0,desentitized to constant assault on black men,2,49,Cameron,1.0,No emotion or context shown.,1,11,Andrew,7.0,"""YEAH!  TWIST HIS ARM UNTIL IT BREAKS EVEN THOUGH HE'S ON THE GROUND BEING CUFFED!""  ...said the police who are FUCKED in the head.  This survey is pissing me off, can you tell?",3,17,James,5.0,Looks like it hurts.,5,10,Austin,1.0,I see a man being arrested.,6,38,Adam,7.0,An african american male being arrested by a police officer
42,9,keep,19,I feel pity. That man looks surprised and completely shocked while the police officers have him detained,42.1473761098,3.0,4.22870692587,11,Andrew,8.0,Makes me upset. ,49,Cameron,2.0,"I do not feel as bad for this person as the others, he does not appear to me to be in significant pain.",47,Alex,7.0,I think that the guy being restrained is in pain.,12,Joseph,7.0,he ooks like he is in agony ,58,Devin,7.0,The police has their hands full. ,43,Patrick,7.0,demonstrator arrested,1.58168890566,2.48218675284,3.1827688195,2,49,Cameron,2.0,"I do not feel as bad for this person as the others, he does not appear to me to be in significant pain.",4,12,Joseph,7.0,he ooks like he is in agony ,5,58,Devin,7.0,The police has their hands full. ,1,11,Andrew,8.0,Makes me upset. ,3,47,Alex,7.0,I think that the guy being restrained is in pain.,6,43,Patrick,7.0,demonstrator arrested
42,10,keep,18,I feel scared because this young protester/black youth is being arrested with a lot of brute force,50.3425571817,5.0,2.79116362584,9,Daniel,1.0,If this is fair then I am all for it.,49,Cameron,7.0,"This appears to be too much force used on a protestor, it makes me upset to see a white protestor treated differently in the background.",36,Brian,1.0,I have no sympathy for demonstrators who break the law,12,Joseph,6.0,there is a lot going on here ,58,Devin,6.0,The cops have their hands full with this guy. ,53,Hunter,1.0,Wondering what is going on,2.69565804949,5.07914949156,8.19671578234,4,12,Joseph,6.0,there is a lot going on here ,2,49,Cameron,7.0,"This appears to be too much force used on a protestor, it makes me upset to see a white protestor treated differently in the background.",1,9,Daniel,1.0,If this is fair then I am all for it.,3,36,Brian,1.0,I have no sympathy for demonstrators who break the law,5,58,Devin,6.0,The cops have their hands full with this guy. ,6,53,Hunter,1.0,Wondering what is going on
