subject_id,trial,condition,stimulus,subject_title,title_time,subject_rating,rating_time,a1_id,a1_name,a1_rating,a1_title,a2_id,a2_name,a2_rating,a2_title,a3_id,a3_name,a3_rating,a3_title,a4_id,a4_name,a4_rating,a4_title,a5_id,a5_name,a5_rating,a5_title,a6_id,a6_name,a6_rating,a6_title,selection_time_1,selection_time_2,selection_time_3,kept_1_loc,kept_1_id,kept_1_name,kept_1_rating,kept_1_title,kept_2_loc,kept_2_id,kept_2_name,kept_2_rating,kept_2_title,kept_3_loc,kept_3_id,kept_3_name,kept_3_rating,kept_3_title,elim_1_loc,elim_1_id,elim_1_name,elim_1_rating,elim_1_title,elim_2_loc,elim_2_id,elim_2_name,elim_2_rating,elim_2_title,elim_3_loc,elim_3_id,elim_3_name,elim_3_rating,elim_3_title
84,1,eliminate,10,This photo makes me feel scared for what will happen to the man afterwards.,37.340932534,6.0,2.10749510053,40,Mary,4.0,I feel heartfulness,54,Heather,9.0,I feel sad that the guy is being dragged by the police officers. ,52,Brooke,8.0,that seems a little uncalled for,27,Alyssa,6.0,Law enforcement arrests potential bomber.,28,Rebecca,2.0,Why do people have to be like this?,3,Emily,1.0,The guy being carried away must be embarassed.,0.55514383674,1.18888256597,6.37402516537,2,54,Heather,9.0,I feel sad that the guy is being dragged by the police officers. ,3,52,Brooke,8.0,that seems a little uncalled for,5,28,Rebecca,2.0,Why do people have to be like this?,1,40,Mary,4.0,I feel heartfulness,6,3,Emily,1.0,The guy being carried away must be embarassed.,4,27,Alyssa,6.0,Law enforcement arrests potential bomber.
84,2,eliminate,7,I feel nervous.,8.49471335573,6.0,4.9783485074,22,Amber,1.0,gosh how many wild blacks are there to control???,54,Heather,6.0,I feel that there's too many police officers surrounded this man. ,52,Brooke,6.0,all those cops for one person?,10,Elizabeth,2.0,I see police officers carrying a black man away.,28,Rebecca,2.0,I she being carried because he wasn't cooperating. ,37,Kimberly,1.0,What did he do?,0.336465557717,6.22185859061,10.77321827,2,54,Heather,6.0,I feel that there's too many police officers surrounded this man. ,3,52,Brooke,6.0,all those cops for one person?,5,28,Rebecca,2.0,I she being carried because he wasn't cooperating. ,1,22,Amber,1.0,gosh how many wild blacks are there to control???,4,10,Elizabeth,2.0,I see police officers carrying a black man away.,6,37,Kimberly,1.0,What did he do?
84,3,eliminate,9,I feel sad because the guy looks like he's in pain.,11.3123222746,7.0,1.83934337614,43,Sydney,6.0,police controling a demonstration,54,Heather,9.0,"I feel sad, it looks like the person is grieving and in pain. ",52,Brooke,6.0,i think they are mistreating that lady,49,Erin,7.0,I feel upset about the pain the person arrested is in. He is innocent until proven guilty and should not be treated in a way that subjects him to pain.,28,Rebecca,4.0,He's exhibiting some intense emotion. ,57,Miranda,9.0,He looks like hes in pain,2.7585286804,13.3954517126,15.5128640822,2,54,Heather,9.0,"I feel sad, it looks like the person is grieving and in pain. ",4,49,Erin,7.0,I feel upset about the pain the person arrested is in. He is innocent until proven guilty and should not be treated in a way that subjects him to pain.,6,57,Miranda,9.0,He looks like hes in pain,1,43,Sydney,6.0,police controling a demonstration,3,52,Brooke,6.0,i think they are mistreating that lady,5,28,Rebecca,4.0,He's exhibiting some intense emotion. 
84,4,eliminate,3,I feel uneasy because there are lots of police officers there,24.48041236,4.0,1.84791125805,63,Vanessa,5.0,I feel surprised to see a black cop and slightly confused.,54,Heather,8.0,"I feel like the guy is being dragged against his will, i feel sad for him. ",31,Anna,3.0,"There were more police officers than protesters, and most arrests were not met with resistance.",49,Erin,1.0,"I am not sure why this woman is being led by officers, but she doesn't seem to be uncomfortable, and the officers seem to be appropriate, so I am not emotionally motivated.",1,Jessica,6.0,Little need for force here.,57,Miranda,8.0,I'm really horrified and wondering why they're being arrested,3.59536173442,14.9657378807,16.8494967096,3,31,Anna,3.0,"There were more police officers than protesters, and most arrests were not met with resistance.",4,49,Erin,1.0,"I am not sure why this woman is being led by officers, but she doesn't seem to be uncomfortable, and the officers seem to be appropriate, so I am not emotionally motivated.",6,57,Miranda,8.0,I'm really horrified and wondering why they're being arrested,1,63,Vanessa,5.0,I feel surprised to see a black cop and slightly confused.,5,1,Jessica,6.0,Little need for force here.,2,54,Heather,8.0,"I feel like the guy is being dragged against his will, i feel sad for him. "
84,5,eliminate,5,I feel disgusted because there are lots of me grabbing at this woman.,17.906267908,7.0,1.82974428069,42,Kaitlyn,5.0,A black woman is being arrested and held by police officers.,24,Danielle,4.0,Black female being arrested by police ,31,Anna,6.0,"There was a strong response from the police, here is one of the protesters under arrest.",49,Erin,1.0,"I feel like this arrest is going acceptably at this point, I don't feel the officiers or the arrested person are behaving too inappropriately at this time.",36,Abigail,1.0,Pretty lady. Wonder what she did?,57,Miranda,9.0,I hope shes not being arrested for unjust reasons,0.0784127123479,4.59612922871,14.7494692828,1,42,Kaitlyn,5.0,A black woman is being arrested and held by police officers.,3,31,Anna,6.0,"There was a strong response from the police, here is one of the protesters under arrest.",6,57,Miranda,9.0,I hope shes not being arrested for unjust reasons,5,36,Abigail,1.0,Pretty lady. Wonder what she did?,2,24,Danielle,4.0,Black female being arrested by police ,4,49,Erin,1.0,"I feel like this arrest is going acceptably at this point, I don't feel the officiers or the arrested person are behaving too inappropriately at this time."
84,6,eliminate,14,This seems like an unnecesary use of force. Why are there two police officers holding this person down?,24.9193743268,7.0,1.70003147525,42,Kaitlyn,5.0,A black woman is being tackled and held by police officers.,56,Laura,7.0,I feel Somewhat upset at this over use of force.,31,Anna,2.0,The police made several arrests during the protest.,25,Jasmine,6.0,This makes me angry it seems a bit extreme.,29,Madison,1.0,I don't know what this person did that required being detained forcefully.,57,Miranda,5.0,Hes given up,0.966056054458,5.01714631257,9.2184296702,1,42,Kaitlyn,5.0,A black woman is being tackled and held by police officers.,2,56,Laura,7.0,I feel Somewhat upset at this over use of force.,4,25,Jasmine,6.0,This makes me angry it seems a bit extreme.,5,29,Madison,1.0,I don't know what this person did that required being detained forcefully.,3,31,Anna,2.0,The police made several arrests during the protest.,6,57,Miranda,5.0,Hes given up
84,7,eliminate,20,"I feel sad because the man looks visibly upset, and there are a lot of officers surrounding him. ",29.9896413932,5.0,2.01074520501,42,Kaitlyn,6.0,A black man is being arrested and held by police officers.,56,Laura,2.0,"I don't know the context here, but seems like police are acting appropriately",6,Taylor,4.0,I'm not sure if the man is in pain or just upset.,25,Jasmine,5.0,Seems like a normal arrest,7,Hannah,4.0,This man looks to be in a lot of distress and you wonder what led up to this scene. ,53,Marissa,2.0,Sad for the man as he looks in pain. ,0.784755202971,6.88673301178,8.15419621509,2,56,Laura,2.0,"I don't know the context here, but seems like police are acting appropriately",3,6,Taylor,4.0,I'm not sure if the man is in pain or just upset.,5,7,Hannah,4.0,This man looks to be in a lot of distress and you wonder what led up to this scene. ,1,42,Kaitlyn,6.0,A black man is being arrested and held by police officers.,4,25,Jasmine,5.0,Seems like a normal arrest,6,53,Marissa,2.0,Sad for the man as he looks in pain. 
84,8,eliminate,16,I feel overwhelmed because there seem to be a lot of police officers for this one man.,18.3188513929,6.0,1.32475585298,50,Jordan,5.0,Man looks like he is yelling while police arrest him,56,Laura,6.0,I feel SOmewhat angry at this situation,6,Taylor,6.0,Somebody needs to help that man.,13,Megan,8.0,What has this world come too?,7,Hannah,3.0,This picture is similar to many of the others in that my response is wondering what led up to the man on the ground being subdued in this manner,12,Rachel,6.0,attacing on these peope ,6.04814059401,7.71510965875,11.6338031622,2,56,Laura,6.0,I feel SOmewhat angry at this situation,4,13,Megan,8.0,What has this world come too?,5,7,Hannah,3.0,This picture is similar to many of the others in that my response is wondering what led up to the man on the ground being subdued in this manner,6,12,Rachel,6.0,attacing on these peope ,1,50,Jordan,5.0,Man looks like he is yelling while police arrest him,3,6,Taylor,6.0,Somebody needs to help that man.
84,9,eliminate,19,Sad since the man seems to be in pain,14.175795534,7.0,2.04175716275,17,Courtney,6.0,A man getting arrested.,56,Laura,1.0,Police seems to be acting appropriately here.,55,Andrea,3.0,My response is anger on behalf of the guy on the ground.,13,Megan,7.0,"Doesn't look like they are preforming unnecessary violence,but it is a shame that is what I look for,",7,Hannah,6.0,It looks like they are hurting this man by the way they pulled his arms back behind his head. ,5,Sarah,5.0,"there is not much to say, i need more reference with this picture",0.628515092452,13.8817440139,14.7319771417,3,55,Andrea,3.0,My response is anger on behalf of the guy on the ground.,4,13,Megan,7.0,"Doesn't look like they are preforming unnecessary violence,but it is a shame that is what I look for,",5,7,Hannah,6.0,It looks like they are hurting this man by the way they pulled his arms back behind his head. ,2,56,Laura,1.0,Police seems to be acting appropriately here.,6,5,Sarah,5.0,"there is not much to say, i need more reference with this picture",1,17,Courtney,6.0,A man getting arrested.
84,10,eliminate,12,This man looks like he is clearly uncomfortable,21.1395702032,7.0,3.82867714437,30,Katherine,4.0,This person looks like he is injured.,14,Alexis,7.0,No need to put your knee to their throat. ,55,Andrea,2.0,My response is sympathy with the guy on the ground.,13,Megan,7.0,Stop the violence,7,Hannah,6.0,This is disturbing because it looks like they are hurting this man. ,32,Haley,7.0,this seems very forceful,0.968104796601,11.5381785639,16.0229067962,2,14,Alexis,7.0,No need to put your knee to their throat. ,3,55,Andrea,2.0,My response is sympathy with the guy on the ground.,5,7,Hannah,6.0,This is disturbing because it looks like they are hurting this man. ,1,30,Katherine,4.0,This person looks like he is injured.,6,32,Haley,7.0,this seems very forceful,4,13,Megan,7.0,Stop the violence
