subject_id,trial,condition,stimulus,subject_title,title_time,subject_rating,rating_time,a1_id,a1_name,a1_rating,a1_title,a2_id,a2_name,a2_rating,a2_title,a3_id,a3_name,a3_rating,a3_title,a4_id,a4_name,a4_rating,a4_title,a5_id,a5_name,a5_rating,a5_title,a6_id,a6_name,a6_rating,a6_title,selection_time_1,selection_time_2,selection_time_3,kept_1_loc,kept_1_id,kept_1_name,kept_1_rating,kept_1_title,kept_2_loc,kept_2_id,kept_2_name,kept_2_rating,kept_2_title,kept_3_loc,kept_3_id,kept_3_name,kept_3_rating,kept_3_title,elim_1_loc,elim_1_id,elim_1_name,elim_1_rating,elim_1_title,elim_2_loc,elim_2_id,elim_2_name,elim_2_rating,elim_2_title,elim_3_loc,elim_3_id,elim_3_name,elim_3_rating,elim_3_title
17,1,eliminate,4,ironic injustice,19.5760416842,6.0,2.53777586823,51,Natalie,4.0,What did he do?,34,Allison,6.0,The person in this photo looks scared. ,44,Maria,1.0,man looks scared after being arrested,22,Amber,1.0,police arresting another black pretending to be innocent,4,Samantha,2.0,"hm, interesting, an arrest of someone, I am not sure if race will be brought up as an issue.",47,Chelsea,4.0,The person looks like they are from the 80's.,1.30026083979,14.254133052,16.3548667049,1,51,Natalie,4.0,What did he do?,2,34,Allison,6.0,The person in this photo looks scared. ,3,44,Maria,1.0,man looks scared after being arrested,4,22,Amber,1.0,police arresting another black pretending to be innocent,5,4,Samantha,2.0,"hm, interesting, an arrest of someone, I am not sure if race will be brought up as an issue.",6,47,Chelsea,4.0,The person looks like they are from the 80's.
17,2,eliminate,7,disturbed and sad,14.2883871981,7.0,2.24100239571,51,Natalie,5.0,This is terrifying,34,Allison,7.0,I wonder what he did to deserve that,44,Maria,1.0,LOL kinda funny watching them carry the person like that,28,Rebecca,2.0,I she being carried because he wasn't cooperating. ,37,Kimberly,1.0,What did he do?,46,Tiffany,5.0,This looks a little ridiculous. ,0.80069519264,4.21848333166,7.96951233593,1,51,Natalie,5.0,This is terrifying,4,28,Rebecca,2.0,I she being carried because he wasn't cooperating. ,5,37,Kimberly,1.0,What did he do?,3,44,Maria,1.0,LOL kinda funny watching them carry the person like that,6,46,Tiffany,5.0,This looks a little ridiculous. ,2,34,Allison,7.0,I wonder what he did to deserve that
17,3,eliminate,9,angry resilient,10.5127758468,6.0,4.28074446966,51,Natalie,6.0,This makes me scared and sad,20,Victoria,5.0,the man looks upset and not in control of his emotions,23,Morgan,3.0,I feel worried for the man in the middle who has his head thrown back in distress.,28,Rebecca,4.0,He's exhibiting some intense emotion. ,37,Kimberly,1.0,Why is he screaming?,30,Katherine,3.0,"This guy is really angry, not sure what about.",6.81766873831,7.86771724841,8.55208285519,1,51,Natalie,6.0,This makes me scared and sad,3,23,Morgan,3.0,I feel worried for the man in the middle who has his head thrown back in distress.,4,28,Rebecca,4.0,He's exhibiting some intense emotion. ,2,20,Victoria,5.0,the man looks upset and not in control of his emotions,6,30,Katherine,3.0,"This guy is really angry, not sure what about.",5,37,Kimberly,1.0,Why is he screaming?
17,4,eliminate,17,disturbed confused what's happening,11.2691354026,6.0,2.19343769396,51,Natalie,6.0,This is very emotional,41,Michelle,2.0,"Again, police doing their job...",23,Morgan,2.0,I feel worried for the person being held back.,28,Rebecca,5.0,Choke holds shouldn't be allowed.,8,Brittany,9.0,Cops use excessive force on unarmed man.,62,Julia,9.0,A man being choked and arrested by a police office,1.20318019841,7.50515649675,11.7567438732,3,23,Morgan,2.0,I feel worried for the person being held back.,4,28,Rebecca,5.0,Choke holds shouldn't be allowed.,5,8,Brittany,9.0,Cops use excessive force on unarmed man.,2,41,Michelle,2.0,"Again, police doing their job...",1,51,Natalie,6.0,This is very emotional,6,62,Julia,9.0,A man being choked and arrested by a police office
17,5,eliminate,20,there is so much pain in his face,15.4024359682,7.0,1.79331504309,7,Hannah,4.0,This man looks to be in a lot of distress and you wonder what led up to this scene. ,61,Gabrielle,5.0,This man looks like he is in pain.,23,Morgan,2.0,I feel worried for the person on the ground as he seems distresssed.,28,Rebecca,3.0,Are they hurting him or is he just mad?,8,Brittany,1.0,Male arrested confronting cops.,9,Amanda,2.0,People are in pain.,4.56847878428,8.08639844083,9.10362059542,2,61,Gabrielle,5.0,This man looks like he is in pain.,3,23,Morgan,2.0,I feel worried for the person on the ground as he seems distresssed.,6,9,Amanda,2.0,People are in pain.,1,7,Hannah,4.0,This man looks to be in a lot of distress and you wonder what led up to this scene. ,5,8,Brittany,1.0,Male arrested confronting cops.,4,28,Rebecca,3.0,Are they hurting him or is he just mad?
17,6,eliminate,14,unsure what is happening but it is scary and sad,17.3656073513,5.0,1.58086104786,5,Sarah,2.0,"an unarmed black man has been taken down by two policemen for no reason, i am not sure why but he probably did nothing wrong",61,Gabrielle,7.0,This looks like they are trying to restrain her without too much force.,23,Morgan,3.0,I feel sorry for the person on the ground and wonder why 2 people are needed for restraint.,16,Stephanie,2.0,Typical arrest.,60,Sierra,8.0,This looks like a case of police using excessive force,9,Amanda,2.0,This is why society needs to be enhanced.,0.522362685627,2.60585166088,9.24130602931,1,5,Sarah,2.0,"an unarmed black man has been taken down by two policemen for no reason, i am not sure why but he probably did nothing wrong",3,23,Morgan,3.0,I feel sorry for the person on the ground and wonder why 2 people are needed for restraint.,6,9,Amanda,2.0,This is why society needs to be enhanced.,4,16,Stephanie,2.0,Typical arrest.,2,61,Gabrielle,7.0,This looks like they are trying to restrain her without too much force.,5,60,Sierra,8.0,This looks like a case of police using excessive force
17,7,eliminate,6,"beautiful photography, disturbing and sad",14.9012629162,6.0,1.87877008151,5,Sarah,5.0,there does not need to be this many police over one man,12,Rachel,6.0,desentitized to constant assault on black men,23,Morgan,2.0,I feel sorry for the man being held with his face near the ground.  The bright colors make it look a bit unreal. ,14,Alexis,4.0,The worse thing is having you face down like that. ,53,Marissa,1.0,I feel nothign since there are no faces. ,9,Amanda,1.0,"It could have been a protest or this guy also probably just did something criminal--either way, it's all unfortunate but may be necessary.",3.23093829624,6.43191123521,9.44946239747,1,5,Sarah,5.0,there does not need to be this many police over one man,2,12,Rachel,6.0,desentitized to constant assault on black men,3,23,Morgan,2.0,I feel sorry for the man being held with his face near the ground.  The bright colors make it look a bit unreal. ,5,53,Marissa,1.0,I feel nothign since there are no faces. ,4,14,Alexis,4.0,The worse thing is having you face down like that. ,6,9,Amanda,1.0,"It could have been a protest or this guy also probably just did something criminal--either way, it's all unfortunate but may be necessary."
17,8,eliminate,10,why do they need to hold him like that,12.146702924,5.0,2.81643310638,5,Sarah,1.0,"police dragging black man, probably a protester, for no reason ",12,Rachel,5.0,they are also carrying this young man like a ragdoll  he needs cuffs instead of this mistreatment,23,Morgan,2.0,I wonder why the man is not walking--the police don't seem worried so I would guess he is not sick.,31,Anna,3.0,Many of the protesters were uncooperative and as a result were arrested.,55,Andrea,4.0,My response is pride for the man being carried away.,52,Brooke,8.0,that seems a little uncalled for,0.55172733304,12.6386332554,14.406402877,1,5,Sarah,1.0,"police dragging black man, probably a protester, for no reason ",2,12,Rachel,5.0,they are also carrying this young man like a ragdoll  he needs cuffs instead of this mistreatment,5,55,Andrea,4.0,My response is pride for the man being carried away.,4,31,Anna,3.0,Many of the protesters were uncooperative and as a result were arrested.,3,23,Morgan,2.0,I wonder why the man is not walking--the police don't seem worried so I would guess he is not sick.,6,52,Brooke,8.0,that seems a little uncalled for
17,9,eliminate,19,the eyes scare me and i am sad he is in that position,14.9911358947,4.0,2.33683372026,5,Sarah,5.0,"there is not much to say, i need more reference with this picture",12,Rachel,7.0,he ooks like he is in agony ,27,Alyssa,7.0,Law enforcement arrests deranged drug dealer.,43,Sydney,7.0,demonstrator arrested,55,Andrea,3.0,My response is anger on behalf of the guy on the ground.,42,Kaitlyn,5.0,A black man is being arrested and held by police officers.,0.000175052608938,4.6391723832,5.98928244681,2,12,Rachel,7.0,he ooks like he is in agony ,5,55,Andrea,3.0,My response is anger on behalf of the guy on the ground.,6,42,Kaitlyn,5.0,A black man is being arrested and held by police officers.,1,5,Sarah,5.0,"there is not much to say, i need more reference with this picture",3,27,Alyssa,7.0,Law enforcement arrests deranged drug dealer.,4,43,Sydney,7.0,demonstrator arrested
17,10,eliminate,1,power and pride,10.8833602232,3.0,2.31119706619,45,Christina,4.0,A young woman shouting at officers while being arrested.,12,Rachel,7.0,Using too much force but i don't now the situation,24,Danielle,3.0,Black woman handcuffed and being escorted by NYPD,19,Nicole,8.0,Wish he wasn't just standing and taking this disrespect but screaming in  this fat negress's face.,55,Andrea,2.0,My response is distaste for everyone involved.,42,Kaitlyn,4.0,A black woman is being arrested and held by police officers.,1.73855864419,4.65642989043,12.0751334919,1,45,Christina,4.0,A young woman shouting at officers while being arrested.,3,24,Danielle,3.0,Black woman handcuffed and being escorted by NYPD,6,42,Kaitlyn,4.0,A black woman is being arrested and held by police officers.,4,19,Nicole,8.0,Wish he wasn't just standing and taking this disrespect but screaming in  this fat negress's face.,5,55,Andrea,2.0,My response is distaste for everyone involved.,2,12,Rachel,7.0,Using too much force but i don't now the situation
