subject_id,trial,condition,stimulus,subject_title,title_time,subject_rating,rating_time,a1_id,a1_name,a1_rating,a1_title,a2_id,a2_name,a2_rating,a2_title,a3_id,a3_name,a3_rating,a3_title,a4_id,a4_name,a4_rating,a4_title,a5_id,a5_name,a5_rating,a5_title,a6_id,a6_name,a6_rating,a6_title,selection_time_1,selection_time_2,selection_time_3,kept_1_loc,kept_1_id,kept_1_name,kept_1_rating,kept_1_title,kept_2_loc,kept_2_id,kept_2_name,kept_2_rating,kept_2_title,kept_3_loc,kept_3_id,kept_3_name,kept_3_rating,kept_3_title,elim_1_loc,elim_1_id,elim_1_name,elim_1_rating,elim_1_title,elim_2_loc,elim_2_id,elim_2_name,elim_2_rating,elim_2_title,elim_3_loc,elim_3_id,elim_3_name,elim_3_rating,elim_3_title
81,1,eliminate,15,uneasy,21.5029787445,3.0,3.47253527993,44,Maria,1.0,this is a funny picture to he looks like he is holding his hands up as an invisible shield like there shields,12,Rachel,6.0,dont now why they're using so much gear when just going up against regular people ,50,Jordan,1.0,A man looks like he is being bashed by police,36,Abigail,5.0,Looks like this cop was in the wrong,19,Nicole,5.0,Arrest him for being an asshole.,42,Kaitlyn,4.0,Rioters are being attacked by police,12.896303597,22.6653710687,27.0164426811,4,36,Abigail,5.0,Looks like this cop was in the wrong,5,19,Nicole,5.0,Arrest him for being an asshole.,6,42,Kaitlyn,4.0,Rioters are being attacked by police,1,44,Maria,1.0,this is a funny picture to he looks like he is holding his hands up as an invisible shield like there shields,3,50,Jordan,1.0,A man looks like he is being bashed by police,2,12,Rachel,6.0,dont now why they're using so much gear when just going up against regular people 
81,2,eliminate,5,"seems wrong, like she was doing nothing that warranted this treatment",34.164524031,4.0,3.04729954342,23,Morgan,1.0,I am curious as to what is happening and why the police as so close to the woman.,48,Kelly,6.0,I think that this woman is in a lot of pain and that makes me feel upset. ,28,Rebecca,2.0,She doesn't look like a typical protester. ,36,Abigail,1.0,Pretty lady. Wonder what she did?,19,Nicole,9.0,Loud negress headed to jail.,42,Kaitlyn,5.0,A black woman is being arrested and held by police officers.,5.31632282431,11.7519354142,20.3209993505,2,48,Kelly,6.0,I think that this woman is in a lot of pain and that makes me feel upset. ,5,19,Nicole,9.0,Loud negress headed to jail.,6,42,Kaitlyn,5.0,A black woman is being arrested and held by police officers.,1,23,Morgan,1.0,I am curious as to what is happening and why the police as so close to the woman.,4,36,Abigail,1.0,Pretty lady. Wonder what she did?,3,28,Rebecca,2.0,She doesn't look like a typical protester. 
81,3,eliminate,18,unnecessary violence,18.9154980815,5.0,3.9087659707,4,Samantha,2.0,those guys look like they are in trouble.,48,Kelly,7.0,I feel upset that the man is being hurt for no reason. ,7,Hannah,2.0,I cannot tell what is going on in this pecture but it seems the man being subdued is maybe trying to lunge at or kick the police officer. ,35,Melissa,4.0,cops tackling someone who is resisting arrest,19,Nicole,7.0,Take hikm to jauil,42,Kaitlyn,5.0,A black man is being tackled and held by police officers.,0.0949930977076,3.93003941819,10.5649023041,2,48,Kelly,7.0,I feel upset that the man is being hurt for no reason. ,4,35,Melissa,4.0,cops tackling someone who is resisting arrest,6,42,Kaitlyn,5.0,A black man is being tackled and held by police officers.,3,7,Hannah,2.0,I cannot tell what is going on in this pecture but it seems the man being subdued is maybe trying to lunge at or kick the police officer. ,1,4,Samantha,2.0,those guys look like they are in trouble.,5,19,Nicole,7.0,Take hikm to jauil
81,4,eliminate,17,it looks like a student is being forcefully arrested,28.7057945248,5.0,4.35774898378,56,Laura,5.0,"Somewhat upset, there seems to be an overreaction given how far away suspect is from the action and furthermore do not know what type of law enforcement these people are.",48,Kelly,5.0,I feel really upset because they are really seriously hurting someone that is unarmed. ,61,Gabrielle,7.0,Not sure what is going on but don't know that the choke hold is appropriate.,35,Melissa,4.0,cops taking someone down is is a threat to society,39,Olivia,5.0,Police choke man from behind. ,42,Kaitlyn,3.0,A man is being chockheld ,1.33535622625,13.5562657127,14.9568167576,1,56,Laura,5.0,"Somewhat upset, there seems to be an overreaction given how far away suspect is from the action and furthermore do not know what type of law enforcement these people are.",2,48,Kelly,5.0,I feel really upset because they are really seriously hurting someone that is unarmed. ,3,61,Gabrielle,7.0,Not sure what is going on but don't know that the choke hold is appropriate.,4,35,Melissa,4.0,cops taking someone down is is a threat to society,6,42,Kaitlyn,3.0,A man is being chockheld ,5,39,Olivia,5.0,Police choke man from behind. 
81,5,eliminate,12,man seems frightened after being taken down by police,20.9355769521,7.0,5.04216685417,56,Laura,6.0,"Police appear to be overreacting here, so I am somewhat upset.  ",48,Kelly,3.0,I just feel sickened by all of the racism that this picture represents. ,61,Gabrielle,9.0,This guy looks like he is going to pass out and I kind of wonder if it is pain from the way they are twisting his arm.,34,Allison,7.0,Him looking up at him makes me sad,41,Michelle,2.0,"Again, police doing their job...",32,Haley,7.0,this seems very forceful,11.8836718728,37.3745018557,38.2415357526,2,48,Kelly,3.0,I just feel sickened by all of the racism that this picture represents. ,3,61,Gabrielle,9.0,This guy looks like he is going to pass out and I kind of wonder if it is pain from the way they are twisting his arm.,6,32,Haley,7.0,this seems very forceful,5,41,Michelle,2.0,"Again, police doing their job...",1,56,Laura,6.0,"Police appear to be overreacting here, so I am somewhat upset.  ",4,34,Allison,7.0,Him looking up at him makes me sad
81,6,eliminate,7,this appears to be an unarmed young boy,21.9052155969,8.0,4.48914788177,13,Megan,7.0,Can't he walk or is this necessary?,48,Kelly,3.0,I feel upset because they are hurting someone who probably didn't deserve it. ,61,Gabrielle,8.0,It looks like this is overkill.,53,Marissa,1.0,Wondering what is going on,45,Christina,3.0,"An person arrested shouldnt have to be carried, unnecessary resisting.",32,Haley,7.0,Seems odd that they would carry this guy,5.03849787798,24.7274559959,28.2788712702,1,13,Megan,7.0,Can't he walk or is this necessary?,3,61,Gabrielle,8.0,It looks like this is overkill.,6,32,Haley,7.0,Seems odd that they would carry this guy,5,45,Christina,3.0,"An person arrested shouldnt have to be carried, unnecessary resisting.",2,48,Kelly,3.0,I feel upset because they are hurting someone who probably didn't deserve it. ,4,53,Marissa,1.0,Wondering what is going on
81,7,eliminate,13,"man seems to be armed, but still feels like overkill",47.781825496,5.0,2.78896786843,13,Megan,7.0,I wonder if this man was resisting.,62,Julia,9.0,"Four cops dragging a black guy on the ground. Again, police brutality, probably at a peaceful protest",61,Gabrielle,9.0,"What is going on, why so many people to take him down?",60,Sierra,8.0,This looks like a case of police brutality,33,Kelsey,5.0,"This is a needed response, with the police in riot gear.",32,Haley,8.0,"These cops are wearing almost military gear, that seems bad",12.3331415548,22.169479672,28.3047091989,1,13,Megan,7.0,I wonder if this man was resisting.,2,62,Julia,9.0,"Four cops dragging a black guy on the ground. Again, police brutality, probably at a peaceful protest",4,60,Sierra,8.0,This looks like a case of police brutality,5,33,Kelsey,5.0,"This is a needed response, with the police in riot gear.",3,61,Gabrielle,9.0,"What is going on, why so many people to take him down?",6,32,Haley,8.0,"These cops are wearing almost military gear, that seems bad"
81,8,eliminate,19,unnecessarily harsh arrest for an unarmed man,55.7019798615,4.0,1.98460478321,13,Megan,7.0,"Doesn't look like they are preforming unnecessary violence,but it is a shame that is what I look for,",62,Julia,7.0,"Police arresting a man, probably a protester",1,Jessica,8.0,Too much force.,60,Sierra,9.0,This looks like a case of police using excessive force,11,Kayla,8.0,Makes me upset. ,25,Jasmine,5.0,I am wondering he he is resisting arrest.,19.345185684,21.4789375279,24.6298636244,3,1,Jessica,8.0,Too much force.,4,60,Sierra,9.0,This looks like a case of police using excessive force,5,11,Kayla,8.0,Makes me upset. ,6,25,Jasmine,5.0,I am wondering he he is resisting arrest.,2,62,Julia,7.0,"Police arresting a man, probably a protester",1,13,Megan,7.0,"Doesn't look like they are preforming unnecessary violence,but it is a shame that is what I look for,"
81,9,eliminate,8,I wonder what he was doing? I can't imagine anything making this response necessary,39.732216057,7.0,1.91315340364,31,Anna,4.0,The protests became violent and many people found themselves in handcuffs.,22,Amber,1.0,looks like more rebellious blacks,1,Jessica,4.0,not sure what's going on here. Seems relatively tame.,60,Sierra,6.0,This looks like the police arresting a peaceful protester.,11,Kayla,8.0,Hatred.,16,Stephanie,2.0,Just listen to the officers. You'll be ok. ,1.82430453671,2.34058613525,7.75935718647,1,31,Anna,4.0,The protests became violent and many people found themselves in handcuffs.,4,60,Sierra,6.0,This looks like the police arresting a peaceful protester.,5,11,Kayla,8.0,Hatred.,3,1,Jessica,4.0,not sure what's going on here. Seems relatively tame.,2,22,Amber,1.0,looks like more rebellious blacks,6,16,Stephanie,2.0,Just listen to the officers. You'll be ok. 
81,10,eliminate,2,i'm wond3ring whats going on? He's a paramedic but it seems like a protest thats gone wrong,70.0637872707,4.0,2.27908367114,31,Anna,4.0,Several arrests were being made in the incident.,3,Emily,1.0,I think the cops are just doing their job.,5,Sarah,5.0,"the innocent protester is being handcuffed and taken away, for her life to be destroyed by the 'justice' system",60,Sierra,7.0,This looks like a form of racial profiling by the police,11,Kayla,3.0,Someone is getting arrested... (We need more context to these images),2,Ashley,1.0,She looks peaceful to me. I wonder why she is being arrested?,4.43499705489,8.76893033762,10.9533128554,3,5,Sarah,5.0,"the innocent protester is being handcuffed and taken away, for her life to be destroyed by the 'justice' system",4,60,Sierra,7.0,This looks like a form of racial profiling by the police,6,2,Ashley,1.0,She looks peaceful to me. I wonder why she is being arrested?,5,11,Kayla,3.0,Someone is getting arrested... (We need more context to these images),1,31,Anna,4.0,Several arrests were being made in the incident.,2,3,Emily,1.0,I think the cops are just doing their job.
