subject_id,trial,condition,stimulus,subject_title,title_time,subject_rating,rating_time,a1_id,a1_name,a1_rating,a1_title,a2_id,a2_name,a2_rating,a2_title,a3_id,a3_name,a3_rating,a3_title,a4_id,a4_name,a4_rating,a4_title,a5_id,a5_name,a5_rating,a5_title,a6_id,a6_name,a6_rating,a6_title,selection_time_1,selection_time_2,selection_time_3,kept_1_loc,kept_1_id,kept_1_name,kept_1_rating,kept_1_title,kept_2_loc,kept_2_id,kept_2_name,kept_2_rating,kept_2_title,kept_3_loc,kept_3_id,kept_3_name,kept_3_rating,kept_3_title,elim_1_loc,elim_1_id,elim_1_name,elim_1_rating,elim_1_title,elim_2_loc,elim_2_id,elim_2_name,elim_2_rating,elim_2_title,elim_3_loc,elim_3_id,elim_3_name,elim_3_rating,elim_3_title
56,1,keep,10,curiousity and slight pity for the man being carried by the cops,13.2446216955,4.0,2.12932991359,9,Amanda,2.0,People have to stop acting like they can do just anything that comes to mind.,39,Olivia,8.0,Four police unnecessarily dragging black man by all fours. ,44,Maria,1.0,lol funny pic carry him like that people just cant control themselves,10,Elizabeth,1.0,I see a black man being escorted away.,61,Gabrielle,9.0,This seems a bit rediculous.,1,Jessica,8.0,Overkill on force to subdue.,1.11530233058,1.5658639528,2.49922965467,6,1,Jessica,8.0,Overkill on force to subdue.,1,9,Amanda,2.0,People have to stop acting like they can do just anything that comes to mind.,3,44,Maria,1.0,lol funny pic carry him like that people just cant control themselves,2,39,Olivia,8.0,Four police unnecessarily dragging black man by all fours. ,4,10,Elizabeth,1.0,I see a black man being escorted away.,5,61,Gabrielle,9.0,This seems a bit rediculous.
56,2,keep,16,police brutality is not the answer to every problem,15.6409512367,4.0,3.04252408684,9,Amanda,2.0,Society can be ugly.,50,Jordan,5.0,Man looks like he is yelling while police arrest him,44,Maria,1.0,guy looks pissed off,8,Brittany,1.0,Cops subdue man on street.,40,Mary,3.0,The person is being suppressed,1,Jessica,7.0,He's down already. No need to use excessive force.,1.24898261391,1.99912274152,3.29949468543,3,44,Maria,1.0,guy looks pissed off,4,8,Brittany,1.0,Cops subdue man on street.,6,1,Jessica,7.0,He's down already. No need to use excessive force.,1,9,Amanda,2.0,Society can be ugly.,2,50,Jordan,5.0,Man looks like he is yelling while police arrest him,5,40,Mary,3.0,The person is being suppressed
56,3,keep,18,what did he do wrong? why is there four police officers to one guy,20.5203770872,5.0,4.06398342078,63,Vanessa,7.0,I feel like I need more information to adequately judge what is going on here.,24,Danielle,3.0,Black male being arrested by police ,44,Maria,1.0,what is going on here why do people act this way,8,Brittany,1.0,Cops rush to take down male subject.,22,Amber,3.0,I'm annoyed by how many of these there are - this is wasting too much police time,1,Jessica,7.0,Police brutality more of the same.,0.915867288481,1.44948365196,2.34955943207,3,44,Maria,1.0,what is going on here why do people act this way,4,8,Brittany,1.0,Cops rush to take down male subject.,5,22,Amber,3.0,I'm annoyed by how many of these there are - this is wasting too much police time,1,63,Vanessa,7.0,I feel like I need more information to adequately judge what is going on here.,2,24,Danielle,3.0,Black male being arrested by police ,6,1,Jessica,7.0,Police brutality more of the same.
56,4,keep,17,"what are they doing, why does he look like hes being choked?",25.0594309138,5.0,1.88674127968,12,Rachel,6.0,excessive force why his neck ,42,Kaitlyn,3.0,A man is being chockheld ,44,Maria,1.0,man getting chokeheld by police,8,Brittany,9.0,Cops use excessive force on unarmed man.,22,Amber,1.0,more police arresting a recalcitrant black,30,Katherine,3.0,This guy should stop resisting arrest.,0.62020237674,1.07026022393,1.6035167888,4,8,Brittany,9.0,Cops use excessive force on unarmed man.,3,44,Maria,1.0,man getting chokeheld by police,2,42,Kaitlyn,3.0,A man is being chockheld ,1,12,Rachel,6.0,excessive force why his neck ,5,22,Amber,1.0,more police arresting a recalcitrant black,6,30,Katherine,3.0,This guy should stop resisting arrest.
56,5,keep,19,what is he fighting for? ,19.7623273779,4.0,1.8558675964,5,Sarah,5.0,"there is not much to say, i need more reference with this picture",42,Kaitlyn,5.0,A black man is being arrested and held by police officers.,44,Maria,5.0,the guy looks possessed is my response,8,Brittany,1.0,Police arrest man.,20,Victoria,3.0,"highly active scene with a very upset man, looks like the police are doing their ob to keep the crowd nonviolent",4,Samantha,2.0,that guys who is hold down does not look happy.,1.29810139246,2.1156071045,3.1320298285,1,5,Sarah,5.0,"there is not much to say, i need more reference with this picture",5,20,Victoria,3.0,"highly active scene with a very upset man, looks like the police are doing their ob to keep the crowd nonviolent",3,44,Maria,5.0,the guy looks possessed is my response,2,42,Kaitlyn,5.0,A black man is being arrested and held by police officers.,4,8,Brittany,1.0,Police arrest man.,6,4,Samantha,2.0,that guys who is hold down does not look happy.
56,6,keep,11,what did he do? why are there so many cops and one guy? is this fair?,17.9497453755,5.0,2.51359907491,5,Sarah,1.0,police taking down another black man who is probably unarmed ,60,Sierra,9.0,This looks like a case of racial profiling and police brutality.,44,Maria,1.0,screaming with police pinning him down gertting them cuffed,47,Chelsea,7.0,The person on the ground is screaming and probably in pain since people are sitting on top of him.,20,Victoria,3.0,the police are doing a good job of keeping the suspect detained,57,Miranda,7.0,Too much force,0.633070450393,1.36663589469,1.93339848862,3,44,Maria,1.0,screaming with police pinning him down gertting them cuffed,6,57,Miranda,7.0,Too much force,5,20,Victoria,3.0,the police are doing a good job of keeping the suspect detained,1,5,Sarah,1.0,police taking down another black man who is probably unarmed ,2,60,Sierra,9.0,This looks like a case of racial profiling and police brutality.,4,47,Chelsea,7.0,The person on the ground is screaming and probably in pain since people are sitting on top of him.
56,7,keep,9,everyone should be able to express their beliefs without fear of punishment or retribution,23.8455871075,4.0,2.96221174061,51,Natalie,6.0,This makes me scared and sad,3,Emily,1.0,The man looks like an idiot while being arrested.,44,Maria,1.0,man screaming at police,41,Michelle,5.0,"Again, police doing their job...",20,Victoria,5.0,the man looks upset and not in control of his emotions,57,Miranda,9.0,He looks like hes in pain,0.881420993421,1.64827208297,2.33207470353,1,51,Natalie,6.0,This makes me scared and sad,3,44,Maria,1.0,man screaming at police,2,3,Emily,1.0,The man looks like an idiot while being arrested.,4,41,Michelle,5.0,"Again, police doing their job...",5,20,Victoria,5.0,the man looks upset and not in control of his emotions,6,57,Miranda,9.0,He looks like hes in pain
56,8,keep,3,the kid looks scared,10.3763239419,3.0,3.5726619222,51,Natalie,8.0,I am alarmed,3,Emily,1.0,The police look like they are just doing their job.,44,Maria,1.0,arresting this young lady probably protesting something and did something wrong,25,Jasmine,5.0,I am interested in what he is saying.,35,Melissa,4.0,a man being arrested by police,55,Andrea,3.0,My response is embarassment on behalf of the police having to take her away.,0.904682171298,1.60373745766,2.7210782668,4,25,Jasmine,5.0,I am interested in what he is saying.,2,3,Emily,1.0,The police look like they are just doing their job.,6,55,Andrea,3.0,My response is embarassment on behalf of the police having to take her away.,1,51,Natalie,8.0,I am alarmed,3,44,Maria,1.0,arresting this young lady probably protesting something and did something wrong,5,35,Melissa,4.0,a man being arrested by police
56,9,keep,6,what did he do? is it necessary to have his face in the ground even with cuffs?,21.7500634352,3.0,1.84376673191,19,Nicole,7.0,Going to jail good.,3,Emily,1.0,I have no real response to this one.,58,Paige,7.0,"And he is face down, must have been pretty bad for the position he is in. ",25,Jasmine,5.0,I am wondering what the  circumstances were regarding this picture.,7,Hannah,6.0,This is disturbing because it looks like the officers are hurting this man. ,55,Andrea,3.0,My response is disappointment.,1.44828764955,2.39830586757,3.19891872257,1,19,Nicole,7.0,Going to jail good.,2,3,Emily,1.0,I have no real response to this one.,3,58,Paige,7.0,"And he is face down, must have been pretty bad for the position he is in. ",4,25,Jasmine,5.0,I am wondering what the  circumstances were regarding this picture.,5,7,Hannah,6.0,This is disturbing because it looks like the officers are hurting this man. ,6,55,Andrea,3.0,My response is disappointment.
56,10,keep,12,the guy looks scared and uncomfortable - slightly sympathetic,17.5534637314,4.0,1.6944106915,19,Nicole,5.0,Arrest him.,3,Emily,1.0,I think the guy on the ground looks like an idiot.,58,Paige,6.0,I think he needs to quit fighting and take his punishment. ,49,Erin,1.0,This appears to be an appropriate arrest.,14,Alexis,7.0,No need to put your knee to their throat. ,29,Madison,2.0,I want to know why this person is being detained.,1.17902602348,1.67911326466,2.56243560259,6,29,Madison,2.0,I want to know why this person is being detained.,1,19,Nicole,5.0,Arrest him.,2,3,Emily,1.0,I think the guy on the ground looks like an idiot.,3,58,Paige,6.0,I think he needs to quit fighting and take his punishment. ,4,49,Erin,1.0,This appears to be an appropriate arrest.,5,14,Alexis,7.0,No need to put your knee to their throat. 
