subject_id,trial,condition,stimulus,subject_title,title_time,subject_rating,rating_time,a1_id,a1_name,a1_rating,a1_title,a2_id,a2_name,a2_rating,a2_title,a3_id,a3_name,a3_rating,a3_title,a4_id,a4_name,a4_rating,a4_title,a5_id,a5_name,a5_rating,a5_title,a6_id,a6_name,a6_rating,a6_title,selection_time_1,selection_time_2,selection_time_3,kept_1_loc,kept_1_id,kept_1_name,kept_1_rating,kept_1_title,kept_2_loc,kept_2_id,kept_2_name,kept_2_rating,kept_2_title,kept_3_loc,kept_3_id,kept_3_name,kept_3_rating,kept_3_title,elim_1_loc,elim_1_id,elim_1_name,elim_1_rating,elim_1_title,elim_2_loc,elim_2_id,elim_2_name,elim_2_rating,elim_2_title,elim_3_loc,elim_3_id,elim_3_name,elim_3_rating,elim_3_title
49,1,eliminate,9,Thre is lots of tension and distress.,12.33769475,8,3.635900707,26,Cody,1,Where was your father for all of this?,17,James,7,He's really upset.,48,Jeremy,5,I feel unhappy because I don't like seeing racism like this. ,56,Travis,1,I don't have much of a response as police seem to be handling situation approprioately. ,37,Steven,1,Why is he screaming?,4,Jacob,3,that looks like a loud scream.,1.776124433,2.644007331,6.29447567,2,17,James,7,He's really upset.,3,48,Jeremy,5,I feel unhappy because I don't like seeing racism like this. ,6,4,Jacob,3,that looks like a loud scream.,1,26,Cody,1,Where was your father for all of this?,5,37,Steven,1,Why is he screaming?,4,56,Travis,1,I don't have much of a response as police seem to be handling situation approprioately. 
49,2,eliminate,5,Excessive force for no reason,41.8642983,7,4.787366907,44,Charles,1,lady being pinned up against wall by police,17,James,5,i don't know the context,48,Jeremy,6,I think that this woman is in a lot of pain and that makes me feel upset. ,18,Justin,1,"A protester is being disruptive towards police, so is being restrained",7,Tyler,6,This picture is disturbing because it looks like they slammed this woman against this window. ,4,Jacob,2,the picture does not have enough detail to show what is going on.,0.929847225,7.930863332,8.814713719,2,17,James,5,i don't know the context,3,48,Jeremy,6,I think that this woman is in a lot of pain and that makes me feel upset. ,5,7,Tyler,6,This picture is disturbing because it looks like they slammed this woman against this window. ,1,44,Charles,1,lady being pinned up against wall by police,4,18,Justin,1,"A protester is being disruptive towards police, so is being restrained",6,4,Jacob,2,the picture does not have enough detail to show what is going on.
49,3,eliminate,10,"Not completely sure what happened, but the man being taken seems calm and collected.",28.4594455,6,1.337521974,1,Michael,8,Overkill on force to subdue.,17,James,7,Might as well be carried if you're getting arrested anyhow.,48,Jeremy,4,I honestly feel like I've seen so much police violence that I feel desensitized to it now.,16,David,3,Just listen to the officers next time.,7,Tyler,3,I wonder what this man has done and where they are taking him ,5,Joshua,1,"police dragging black man, probably a protester, for no reason ",0.000201568,3.751271418,11.40400262,3,48,Jeremy,4,I honestly feel like I've seen so much police violence that I feel desensitized to it now.,4,16,David,3,Just listen to the officers next time.,5,7,Tyler,3,I wonder what this man has done and where they are taking him ,1,1,Michael,8,Overkill on force to subdue.,2,17,James,7,Might as well be carried if you're getting arrested anyhow.,6,5,Joshua,1,"police dragging black man, probably a protester, for no reason "
49,4,eliminate,16,The man seems in pain and that creates som angerr especially with the people all filming him.,27.70456353,7,2.404845101,41,Jason,4,"Again, police doing their job...",30,Aaron,3,I wonder what this man did wrong.,48,Jeremy,3,I honestly feel like I've seen so much police violence that I feel desensitized to it now.,16,David,2,These cops are doing their jobs.,7,Tyler,3,This picture is similar to many of the others in that my response is wondering what led up to the man on the ground being subdued in this manner,3,Christopher,1,The police look like they are just doing their job.,2.127210191,5.027875679,6.94481115,2,30,Aaron,3,I wonder what this man did wrong.,4,16,David,2,These cops are doing their jobs.,5,7,Tyler,3,This picture is similar to many of the others in that my response is wondering what led up to the man on the ground being subdued in this manner,3,48,Jeremy,3,I honestly feel like I've seen so much police violence that I feel desensitized to it now.,1,41,Jason,4,"Again, police doing their job...",6,3,Christopher,1,The police look like they are just doing their job.
49,5,eliminate,8,"Seems like the person is resisting, so some presence makes snse, but the number seems a bit too much.",37.25947327,6,2.806136675,57,Bryce,8,He looks disheartened and that's a lot of cops for one man,30,Aaron,3,Guy being arrested from a protest.,33,Samuel,5,Another protest gone bad.,16,David,2,Just listen to the officers. You'll be ok. ,7,Tyler,3,Its seems like the police are being aggressive toward this person- there are more officers in physical contact with this person than would be necessary if they were needing to restrain him for some reason. ,58,Devin,5,All these protests leads to violence and corruption.,12.8398966,13.99035068,16.25780541,1,57,Bryce,8,He looks disheartened and that's a lot of cops for one man,3,33,Samuel,5,Another protest gone bad.,6,58,Devin,5,All these protests leads to violence and corruption.,5,7,Tyler,3,Its seems like the police are being aggressive toward this person- there are more officers in physical contact with this person than would be necessary if they were needing to restrain him for some reason. ,4,16,David,2,Just listen to the officers. You'll be ok. ,2,30,Aaron,3,Guy being arrested from a protest.
49,6,eliminate,3,"The person being arrested seems to be quite young and in pain, so it is saddening.",26.11580663,8,2.180603176,57,Bryce,8,I'm really horrified and wondering why they're being arrested,61,Trevor,1,Dn't know what is going on but I do hope they aressted this person legally.,33,Samuel,4,"I wonder what the person did to be ""carted off"" like this by the police.",2,Matthew,1,Cool picture.,14,Zachary,5,I think people just going about it all wrong.,58,Devin,7,She is not happy going to jail. ,0.718234231,13.08845897,16.90626948,1,57,Bryce,8,I'm really horrified and wondering why they're being arrested,2,61,Trevor,1,Dn't know what is going on but I do hope they aressted this person legally.,6,58,Devin,7,She is not happy going to jail. ,4,2,Matthew,1,Cool picture.,5,14,Zachary,5,I think people just going about it all wrong.,3,33,Samuel,4,"I wonder what the person did to be ""carted off"" like this by the police."
49,7,eliminate,17,"This seems like excessive force, and a choke hold looks quite painful, so I am somewhat angered/",41.21977635,8,5.898396637,57,Bryce,9,Again too much force looks like they're gonna choke him out,61,Trevor,7,Not sure what is going on but don't know that the choke hold is appropriate.,20,William,5,this looks very violent and hostile,51,Logan,6,This is very emotional,39,Nathan,5,Police choke man from behind. ,58,Devin,6,I wonder why he is getting arrested and what kind of protest this is?,6.671685148,9.739498937,14.85789944,1,57,Bryce,9,Again too much force looks like they're gonna choke him out,5,39,Nathan,5,Police choke man from behind. ,6,58,Devin,6,I wonder why he is getting arrested and what kind of protest this is?,2,61,Trevor,7,Not sure what is going on but don't know that the choke hold is appropriate.,3,20,William,5,this looks very violent and hostile,4,51,Logan,6,This is very emotional
49,8,eliminate,12,"Person seems reltively elederly and in pain, which is upseting",35.94162142,7,3.605569434,57,Bryce,5,He looks like he wants mercy from these cops,60,Evan,9,This looks like a form of police brutality,10,Austin,1,I see a black man being arrested.,12,Joseph,6,they might break his arm off this is extremely negative ,39,Nathan,6,Afraid-looking black man being arrested by white officer,58,Devin,6,I think he needs to quit fighting and take his punishment. ,0.650817876,3.969104793,10.33777401,1,57,Bryce,5,He looks like he wants mercy from these cops,2,60,Evan,9,This looks like a form of police brutality,4,12,Joseph,6,they might break his arm off this is extremely negative ,3,10,Austin,1,I see a black man being arrested.,6,58,Devin,6,I think he needs to quit fighting and take his punishment. ,5,39,Nathan,6,Afraid-looking black man being arrested by white officer
49,9,eliminate,13,"There seems to som resistnace, but I don't  know why the police need such large guns and camo other than to show force.",33.87618026,7,1.6387697,57,Bryce,9,This is so violent,60,Evan,8,This looks like a case of police brutality,43,Patrick,7,police taking action against a group of people that has gone out of control,12,Joseph,6,seems like they are using too much force on somebody who is already down  ,52,Mark,4,why are they being so aggresive,9,Daniel,2,Society can be reckless and unruly.,0.389366563,5.307672526,5.991198865,1,57,Bryce,9,This is so violent,2,60,Evan,8,This looks like a case of police brutality,4,12,Joseph,6,seems like they are using too much force on somebody who is already down  ,6,9,Daniel,2,Society can be reckless and unruly.,3,43,Patrick,7,police taking action against a group of people that has gone out of control,5,52,Mark,4,why are they being so aggresive
49,10,eliminate,6,"This picture seems realtively calm, so it seems the person agrees or ha given up.",31.04024346,5,2.056171315,57,Bryce,5,Hes being arrested,60,Evan,8,This looks like a case of racial profiling by the police,50,Gabriel,1,Man is on the ground while being detained ,12,Joseph,6,desentitized to constant assault on black men,21,Alexander,7,Protesting at rally goes wrong police steps in,22,Robert,3,"police arresting another protester, I feel bad for the police",1.586565026,19.87570299,28.61224341,1,57,Bryce,5,Hes being arrested,3,50,Gabriel,1,Man is on the ground while being detained ,5,21,Alexander,7,Protesting at rally goes wrong police steps in,6,22,Robert,3,"police arresting another protester, I feel bad for the police",2,60,Evan,8,This looks like a case of racial profiling by the police,4,12,Joseph,6,desentitized to constant assault on black men
